id,brand,display_name_ko,display_name_en,size,status,verified_at,kr_strict_offer,us_strict_offer,jp_strict_offer,offer_count,kr_price,kr_retailer,kr_stock,review_reasons,eligibility_failures,duplicate_group,duplicate_peers,queue_priority
111,Missha,벨벳 피니시 쿠션 파운데이션,Velvet Finish Cushion Foundation,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
73,Torriden,워터 필러 히알루론 세럼,Water Filler Hyaluronic Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
85,Anua,나이아신 비타 C 포커스 세럼,Niacin Vita C Focus Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
84,Heimish,프로폴리스 시너지 토너,Propolis Synergy Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
112,ETUDE,순정 2x 배리어 인텐시브 크림,SoonJung 2x Barrier Intensive Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
15,Skinfood,블랙슈가 퍼펙트 에센셜 스크럽,Black Sugar Perfect Essential Scrub,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
113,ETUDE,순정 pH 5.5 릴리프 토너,SoonJung pH 5.5 Relief Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
114,ETUDE,원더 포어 프레쉬너 토너,Wonder Pore Freshner Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
14,Some By Mi,유자 나이아신 브라이트닝 젤 크림,Yuja Niacin Brightening Moisture Gel Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
83,Haruharu Wonder,블랙 라이스 히알루론 토너,Black Rice Hyaluronic Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
3,Laneige,워터 슬리핑 마스크,Water Sleeping Mask,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
18,Dr. Jart+,세라마이딘 크림,Ceramidin Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
7,Glow Recipe,나이아신아마이드 듀 드롭스,Glow Recipe Watermelon Glow Niacinamide Dew Drops,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
34,Glow Recipe,수박 글로우 슬리핑 마스크,Watermelon Glow Sleeping Mask,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
115,ETUDE,애니 쿠션 커버 글로우 SPF34,Any Cushion Cover Glow SPF34,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
116,ETUDE,모이스트풀 콜라겐 크림,Moistfull Collagen Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
117,TIRTIR,밀크 스킨 토너,Milk Skin Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
118,TIRTIR,마스크 핏 레드 쿠션,Mask Fit Red Cushion,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
119,TIRTIR,세라믹 스킨 세럼,Ceramic Skin Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
120,TIRTIR,톤업 UV 선크림 SPF50,Tone Up UV Sunscreen SPF50,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
121,medicube,에이지알 부스터 H,Age-R Booster H,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
79,Laneige,워터풀 바운시 크림,Waterful Bouncy Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
77,COSRX,블랙 스네일 올인원 크림,Black Snail All In One Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
122,medicube,콜라겐 젤리 크림,Collagen Jelly Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
44,Torriden,B5 하이드라-겔 아이 크림,B5 Hydra-Gel Eye Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
123,medicube,레드 이레이징 세럼,Red Erasing Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
21,SKIN1004,비타민 C 23 세럼,Vitamin C 23 Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
36,SKIN1004,갈락토미세스 95 화이트닝 파워 에센스,Galactomyces 95 Whitening Power Essence,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
124,medicube,제로 세범 파우더,Zero Sebum Powder,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
125,Abib,마일드 애시딕 pH 시트 마스크 하트리프 핏,Mild Acidic pH Sheet Mask Heartleaf Fit,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
126,Abib,제리코 로즈 앰플,Jericho Rose Ampoule,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
127,Abib,레티클 아이 크림,Reticle Eye Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
128,Abib,하트리프 토너 패드,Heartleaf Toner Pad,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
80,Laneige,립 슬리핑 마스크,Lip Sleeping Mask,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
129,Isntree,히알루론산 워터리 선 젤 SPF50,Hyaluronic Acid Watery Sun Gel SPF50,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
22,Purito,아젤라익애씨드 블레미쉬 컨트롤,Azelaic Acid Blemish Control,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
130,Isntree,녹차 프레쉬 토너,Green Tea Fresh Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
131,Isntree,시카 펩타이드 앰플,Cica Peptide Ampoule,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
132,Isntree,어니언 뉴페어 크림,Onion Newpair Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
133,Ma:nyo,비피다 바이옴 컴플렉스 앰플,Bifida Biome Complex Ampoule,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
134,Ma:nyo,퓨어 클렌징 오일,Pure Cleansing Oil,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
135,Ma:nyo,갈락토미 나이아신 에센스,Galactomy Niacin Essence,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
136,Ma:nyo,히알루론 모이스처 크림,Hyaluron Moisture Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
58,Goodal,비타민 C 글로우 토너,Vitamin C Glow Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
57,Goodal,그린 더마 마일드 시카 에센스,Green Derma Mild Cica Essence,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
137,Benton,스네일 비 하이 콘텐트 에센스,Snail Bee High Content Essence,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
138,Benton,알로에 BHA 스킨 토너,Aloe BHA Skin Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
139,Benton,딥 그린티 크림,Deep Green Tea Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
140,Benton,퍼멘테이션 아이 크림,Fermentation Eye Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
141,Rovectin,스킨 에센셜 배리어 리페어 크림-미스트,Skin Essentials Barrier Repair Cream-Mist,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
142,Rovectin,클린 비타민 C 브라이트닝 세럼,Clean Vitamin C Brightening Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
143,Rovectin,아쿠아 수딩 젤 크림,Aqua Soothing Gel Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
48,Klairs,서플 프레퍼레이션 무향 토너,Supple Preparation Unscented Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
144,Tocobo,바이오 워터리 선크림 SPF50,Bio Watery Sun Cream SPF50,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
145,Tocobo,글라스 선 스틱 SPF50,Glass Sun Stick SPF50,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
146,Tocobo,콜라겐 클레이 폼 클렌저,Collagen Clay Foam Cleanser,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
147,Nacific,프레시 허브 오리진 세럼,Fresh Herb Origin Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
148,Nacific,PHR 앰플 토너,PHR Ampoule Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
149,Nacific,내추럴 데일리 토너 패드,Natural Daily Toner Pads,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
150,IOPE,바이오 레티놀 솔루션,Bio Retinol Solution,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
151,IOPE,플랜트 스템 셀 캡처 크림,Plant Stem Cell Capture Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
65,Medi-Peel,히알루론산 앰플,Hyaluronic Acid Ampoule,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
152,IOPE,슈퍼 바이탈 크림 리치,Super Vital Cream Rich,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
153,mixsoon,빈 세럼,Bean Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
154,mixsoon,센텔라 아시아티카 젤,Centella Asiatica Gel,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
66,The Ordinary,나이아신아마이드 10% + 징크 1%,Niacinamide 10% + Zinc 1%,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
155,mixsoon,프로폴리스 추출물 앰플,Propolis Extract Ampoule,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
156,Sulwhasoo,퍼스트 케어 액티베이팅 세럼,First Care Activating Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
157,Sulwhasoo,에센셜 밸런싱 워터,Essential Balancing Water,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
91,Numbuzin,No.5 비타민 나이아신아마이드 세럼,No.5 Vitamin Niacinamide Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
90,Numbuzin,자작나무 수액 모이스처라이징 세럼,Birch Juice Moisturizing Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
87,Anua,피치 70 나이아신 세럼,Peach 70 Niacin Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
89,Round Lab,1025 독도 토너,1025 Dokdo Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
67,The Ordinary,히알루론산 2% + B5,Hyaluronic Acid 2% + B5,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
158,Sulwhasoo,컨센트레이티드 진셍 리뉴잉 세럼,Concentrated Ginseng Renewing Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
93,Innisfree,컴플리트 노-시범 미네랄 파우더,Complete No-Sebum Mineral Powder,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
95,Kiehls,글로우 세럼 스킨 브라이트너,Glow Serum Skin Brightener,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
96,Kiehls,울트라 페이셜 크림,Ultra Facial Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
97,Elizabeth Arden,세라마이드 캡슐 플럼핑 세럼,Ceramide Capsules Plumping Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
98,Caudalie,밤부 72HR 하이드레이션 세럼,Bamboo 72HR Hydration Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
70,The Ordinary,비타민 C 서스펜션 23% + HA 스피어 2%,Vitamin C Suspension 23% + HA Spheres 2%,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
99,Erborian,스킨 틴트 SPF 30,Skin Tint SPF 30,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
166,Axis-Y,다크 스팟 코렉팅 글로우 세럼,Dark Spot Correcting Glow Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
167,Axis-Y,컴플리트 노 스트레스 피지컬 선크림,Complete No-Stress Physical Sunscreen,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
168,Round Lab,버치 주스 모이스처라이징 세럼,Birch Juice Moisturizing Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
169,Round Lab,버치 주스 모이스처라이징 크림,Birch Juice Moisturizing Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
170,SKIN1004,마다가스카르 센텔라 히알루-시카 워터핏 선 세럼,Madagascar Centella Hyalu-Cica Water-Fit Sun Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
171,SKIN1004,마다가스카르 센텔라 톤 브라이트닝 캡슐 앰플,Madagascar Centella Tone Brightening Capsule Ampoule,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
172,Purito,프롬 그린 아보카도 클렌징 폼,From Green Avocado Cleansing Foam,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
173,Purito,데일리 고 투 선크림 SPF50,Daily Go-To Sunscreen SPF50,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
174,Some By Mi,30 데이즈 미라클 크림,30 Days Miracle Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
175,Some By Mi,갈락토미세스 퓨어 비타민 C 글로우 토너,Galactomyces Pure Vitamin C Glow Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
176,Innisfree,그린티 씨드 세럼,Green Tea Seed Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
177,Innisfree,제주 화산 모공 클렌징 폼,Jeju Volcanic Pore Cleansing Foam,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
178,Klairs,리치 모이스트 수딩 세럼,Rich Moist Soothing Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
179,Klairs,프레쉴리 쥬스드 비타민 C 세럼,Freshly Juiced Vitamin C Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
180,Laneige,크림 스킨 토너 앤 모이스처라이저,Cream Skin Toner and Moisturizer,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
181,Laneige,네오 쿠션 매트 파운데이션,Neo Cushion Matte Foundation,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
182,Glow Recipe,플럼 플럼프 히알루론산 세럼,Plum Plump Hyaluronic Acid Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
183,Glow Recipe,스트로베리 BHA 포어 스무스 블러 드롭스,Strawberry BHA Pore-Smooth Blur Drops,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
75,Pyunkang Yul,시카 펩타이드 토너,Cica Peptide Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
184,Dr. Jart+,바이탈 하이드라 솔루션 딥 하이드레이션 세럼,Vital Hydra Solution Deep Hydration Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
185,Dr. Jart+,시카페어 타이거그라스 세럼,Cicapair Tiger Grass Serum,,duplicate_candidate,,false,false,false,0,,,,duplicate_name_size_group,,drjart|cicapairtigergrassserum|,45,3
186,COSRX,어드밴스드 스네일 펩타이드 아이 크림,Advanced Snail Peptide Eye Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
187,COSRX,더 비타민 C 23 세럼,The Vitamin C 23 Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
25,I Am From,머그워트 에센스,Mugwort Essence,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
86,Anua,어성초 수딩 토너,Heartleaf Soothing Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
35,Dr. Jart+,시카 리커버리 크림,Cica Recovery Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
51,Holika Holika,제주 알로에 99% 수딩 젤,Jeju Aloe 99% Soothing Gel,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
47,Klairs,미드나잇 블루 칼밍 크림,Midnight Blue Calming Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
13,Some By Mi,리얼 시카 칼밍 크림,Real Cica Calming Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
6,Dr. Jart+,시카페어 타이거 그라스 컬러 교정 트리트먼트,Cicapair Tiger Grass Color Correcting Treatment,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
11,Some By Mi,시카 펩타이드 앰플,Cica Peptide Ampoule,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
82,Haruharu Wonder,센텔라 아시아티카 크림,Centella Asiatica Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
81,Bioderma,시카바이오 크림,Cicabio Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
74,Purito,갈락틱 레이즈 SPF 50 선스크린,Galactic Rays SPF 50 Sunscreen,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
45,Dr. Jart+,시카페어 타이거 그라스 세럼,Cicapair Tiger Grass Serum,,duplicate_candidate,,false,false,false,0,,,,duplicate_name_size_group,,drjart|cicapairtigergrassserum|,185,3
72,Dr. Jart+,시카페어 타이거 그라스 칼밍 토너,Cicapair Tiger Grass Calming Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
1,COSRX,센텔라 워터 무알코올 토너,Centella Water Alcohol-Free Toner,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
78,COSRX,AC 컬렉션 라이트웨이트 수딩 모이스처라이저,AC Collection Lightweight Soothing Moisturizer,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
9,SKIN1004,시카 세럼,Pure Fit Cica Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
23,Purito,센텔라 그린 레벨 버핏 세럼,Centella Green Level Buffet Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
88,Round Lab,시카 수수 크림,Cica Soosoo Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
100,Erborian,CC 레드 커렉트,CC Red Correct,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
59,Some By Mi,레티놀 아이 세럼,Retinol Eye Serum,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
29,COSRX,레티놀 0.1 크림,Retinol 0.1 Cream,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
105,Beauty of Joseon,리바이브 아이 세럼 레티날 앤 카페인,Revive Eye Serum Retinal and Caffeine,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
69,The Ordinary,그래낙티브 레티노이드 2% 에멀전,Granactive Retinoid 2% Emulsion,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
27,COSRX,BHA 블랙헤드 파워 리퀴드,BHA Blackhead Power Liquid,,manual_review,,false,false,false,0,,,,needs_official_source_and_offer,,,,2
