product_id,brand,display_name_ko,status,priority,reasons
19,Torriden,히알루론산 하이드라 파워 에센스,manual_review,2,needs_official_source_and_offer
2,Some By Mi,AHA BHA PHA 30일 미라클 토너,manual_review,2,needs_official_source_and_offer
20,Torriden,다이브인 세럼,manual_review,2,needs_official_source_and_offer
21,SKIN1004,비타민 C 23 세럼,manual_review,2,needs_official_source_and_offer
22,Purito,아젤라익애씨드 블레미쉬 컨트롤,manual_review,2,needs_official_source_and_offer
23,Purito,센텔라 그린 레벨 버핏 세럼,manual_review,2,needs_official_source_and_offer
24,I Am From,쌀 브라이트닝 토너,manual_review,2,needs_official_source_and_offer
25,I Am From,머그워트 에센스,manual_review,2,needs_official_source_and_offer
26,SKIN1004,갈락토미세스 비타민 C 세럼,manual_review,2,needs_official_source_and_offer
27,COSRX,BHA 블랙헤드 파워 리퀴드,manual_review,2,needs_official_source_and_offer
29,COSRX,레티놀 0.1 크림,manual_review,2,needs_official_source_and_offer
3,Laneige,워터 슬리핑 마스크,manual_review,2,needs_official_source_and_offer
30,Some By Mi,펩타이드 9 볼륨 에센스,manual_review,2,needs_official_source_and_offer
31,Innisfree,티트리 포어 타이트닝 토너,manual_review,2,needs_official_source_and_offer
32,Innisfree,그린티 히알루론 크림,manual_review,2,needs_official_source_and_offer
33,Purito,비타민 C 브라이트닝 세럼,manual_review,2,needs_official_source_and_offer
34,Glow Recipe,수박 글로우 슬리핑 마스크,manual_review,2,needs_official_source_and_offer
35,Dr. Jart+,시카 리커버리 크림,manual_review,2,needs_official_source_and_offer
36,SKIN1004,갈락토미세스 95 화이트닝 파워 에센스,manual_review,2,needs_official_source_and_offer
37,Holika Holika,알로에 수딩 선 크림,manual_review,2,needs_official_source_and_offer
38,Axis-Y,어성초 쿼세티놀 포어 클렌징 세럼,manual_review,2,needs_official_source_and_offer
39,Heimish,프로폴리스 에너지 부스팅 세럼,manual_review,2,needs_official_source_and_offer
40,Heimish,올 클린 밤,manual_review,2,needs_official_source_and_offer
41,Axis-Y,시카풀 앰플,manual_review,2,needs_official_source_and_offer
42,Clinique,모이스처 서지 100H,manual_review,2,needs_official_source_and_offer
43,Peach Slices,스네일 레스큐 블레미쉬 세럼,manual_review,2,needs_official_source_and_offer
44,Torriden,B5 하이드라-겔 아이 크림,manual_review,2,needs_official_source_and_offer
46,Klairs,브라이트닝 비타민 C 크림,manual_review,2,needs_official_source_and_offer
47,Klairs,미드나잇 블루 칼밍 크림,manual_review,2,needs_official_source_and_offer
48,Klairs,서플 프레퍼레이션 무향 토너,manual_review,2,needs_official_source_and_offer
49,Atopalm,리얼 배리어 크림,manual_review,2,needs_official_source_and_offer
5,Banila Co,워터풀 톡톡 크림,manual_review,2,needs_official_source_and_offer
50,Hyggee,히게 올인원 에센스,manual_review,2,needs_official_source_and_offer
51,Holika Holika,제주 알로에 99% 수딩 젤,manual_review,2,needs_official_source_and_offer
52,Neogen,머그워트 칼밍 패드,manual_review,2,needs_official_source_and_offer
53,SK-II,리얼 퍼먼트 마이크로 에센스,manual_review,2,needs_official_source_and_offer
54,Clinique,모이스처 서지 익스텐디드,manual_review,2,needs_official_source_and_offer
55,Axis-Y,시카 세럼,manual_review,2,needs_official_source_and_offer
56,Neogen,유자 워터 C 브라이트 슬리핑 마스크,manual_review,2,needs_official_source_and_offer
57,Goodal,그린 더마 마일드 시카 에센스,manual_review,2,needs_official_source_and_offer
58,Goodal,비타민 C 글로우 토너,manual_review,2,needs_official_source_and_offer
59,Some By Mi,레티놀 아이 세럼,manual_review,2,needs_official_source_and_offer
6,Dr. Jart+,시카페어 타이거 그라스 컬러 교정 트리트먼트,manual_review,2,needs_official_source_and_offer
60,Belif,하이드로 플럼프 세럼,manual_review,2,needs_official_source_and_offer
61,Belif,트루 크림 아쿠아 밤,manual_review,2,needs_official_source_and_offer
62,Neogen,필링 젤,manual_review,2,needs_official_source_and_offer
63,Lagom,프로바이오틱스 유스 리페어 크림,manual_review,2,needs_official_source_and_offer
64,Medi-Peel,셀 리턴 펩타이드 앰플,manual_review,2,needs_official_source_and_offer
65,Medi-Peel,히알루론산 앰플,manual_review,2,needs_official_source_and_offer
66,The Ordinary,나이아신아마이드 10% + 징크 1%,manual_review,2,needs_official_source_and_offer
67,The Ordinary,히알루론산 2% + B5,manual_review,2,needs_official_source_and_offer
68,The Ordinary,AHA 30% + BHA 2% 필링 솔루션,manual_review,2,needs_official_source_and_offer
69,The Ordinary,그래낙티브 레티노이드 2% 에멀전,manual_review,2,needs_official_source_and_offer
7,Glow Recipe,나이아신아마이드 듀 드롭스,manual_review,2,needs_official_source_and_offer
70,The Ordinary,비타민 C 서스펜션 23% + HA 스피어 2%,manual_review,2,needs_official_source_and_offer
71,The Ordinary,멀티 펩타이드 + HA 세럼,manual_review,2,needs_official_source_and_offer
72,Dr. Jart+,시카페어 타이거 그라스 칼밍 토너,manual_review,2,needs_official_source_and_offer
73,Torriden,워터 필러 히알루론 세럼,manual_review,2,needs_official_source_and_offer
74,Purito,갈락틱 레이즈 SPF 50 선스크린,manual_review,2,needs_official_source_and_offer
75,Pyunkang Yul,시카 펩타이드 토너,manual_review,2,needs_official_source_and_offer
76,Pyunkang Yul,에센스 토너,manual_review,2,needs_official_source_and_offer
77,COSRX,블랙 스네일 올인원 크림,manual_review,2,needs_official_source_and_offer
78,COSRX,AC 컬렉션 라이트웨이트 수딩 모이스처라이저,manual_review,2,needs_official_source_and_offer
79,Laneige,워터풀 바운시 크림,manual_review,2,needs_official_source_and_offer
8,Youth To The People,수퍼푸드 클렌저,manual_review,2,needs_official_source_and_offer
80,Laneige,립 슬리핑 마스크,manual_review,2,needs_official_source_and_offer
81,Bioderma,시카바이오 크림,manual_review,2,needs_official_source_and_offer
82,Haruharu Wonder,센텔라 아시아티카 크림,manual_review,2,needs_official_source_and_offer
83,Haruharu Wonder,블랙 라이스 히알루론 토너,manual_review,2,needs_official_source_and_offer
84,Heimish,프로폴리스 시너지 토너,manual_review,2,needs_official_source_and_offer
85,Anua,나이아신 비타 C 포커스 세럼,manual_review,2,needs_official_source_and_offer
86,Anua,어성초 수딩 토너,manual_review,2,needs_official_source_and_offer
87,Anua,피치 70 나이아신 세럼,manual_review,2,needs_official_source_and_offer
88,Round Lab,시카 수수 크림,manual_review,2,needs_official_source_and_offer
89,Round Lab,1025 독도 토너,manual_review,2,needs_official_source_and_offer
9,SKIN1004,시카 세럼,manual_review,2,needs_official_source_and_offer
90,Numbuzin,자작나무 수액 모이스처라이징 세럼,manual_review,2,needs_official_source_and_offer
91,Numbuzin,No.5 비타민 나이아신아마이드 세럼,manual_review,2,needs_official_source_and_offer
92,Axis-Y,시카풀 아쿠아 크림,manual_review,2,needs_official_source_and_offer
93,Innisfree,컴플리트 노-시범 미네랄 파우더,manual_review,2,needs_official_source_and_offer
95,Kiehls,글로우 세럼 스킨 브라이트너,manual_review,2,needs_official_source_and_offer
96,Kiehls,울트라 페이셜 크림,manual_review,2,needs_official_source_and_offer
97,Elizabeth Arden,세라마이드 캡슐 플럼핑 세럼,manual_review,2,needs_official_source_and_offer
98,Caudalie,밤부 72HR 하이드레이션 세럼,manual_review,2,needs_official_source_and_offer
99,Erborian,스킨 틴트 SPF 30,manual_review,2,needs_official_source_and_offer
185,Dr. Jart+,시카페어 타이거그라스 세럼,duplicate_candidate,3,duplicate_name_size_group
45,Dr. Jart+,시카페어 타이거 그라스 세럼,duplicate_candidate,3,duplicate_name_size_group
